userId,movieId,rating
149,2,1
149,3,0.5
149,5,0.5
149,7,0.25
149,9,0.75
149,10,0.75
149,11,0.75
149,12,0.75
149,13,0.75
149,14,0.5
149,16,1
149,18,0.75
149,20,1
149,21,0.75
969,5,1
969,14,0.5
969,15,0
969,16,0
969,21,0.25
589,1,0.75
589,2,1
589,3,1
589,4,0.75
589,5,0.5
589,6,0.5
589,7,0.25
589,8,0.75
589,9,1
589,10,1
589,11,0.5
589,12,1
589,13,0.75
589,14,0.75
589,15,0
589,16,0.5
589,17,0.75
589,18,0.75
589,19,1
589,20,1
589,21,1
202,1,0.5
202,2,0.5
202,3,1
202,4,0.5
202,5,0.75
202,7,1
202,8,1
202,11,0.5
202,14,0.75
202,15,0
202,20,0.75
567,2,1
567,3,0.5
567,5,0.5
567,7,1
567,8,0.5
567,12,1
567,15,0
567,16,0
567,17,0
567,19,0
567,20,1
567,21,0.25
382,1,0.75
382,2,0.5
382,3,1
382,4,0.75
382,5,0.75
382,6,0.75
382,7,0.5
382,8,0.75
382,11,0.75
382,12,0.5
382,13,0.5
382,14,0.75
382,15,0
382,18,0.75
382,19,0.5
382,20,1
714,1,1
714,3,0.75
714,5,1
714,6,0.75
714,7,0.25
714,13,0.5
714,15,1
714,16,0
714,18,1
714,21,0.5
168,1,1
168,3,0.75
168,4,0.5
168,5,1
168,6,1
168,8,0.25
168,11,0
168,13,0.5
168,15,1
168,16,1
168,19,0.5
168,20,1
607,2,1
607,3,1
607,5,1
607,6,0.5
607,7,0.75
607,8,0.75
607,11,0.5
607,12,1
607,13,0.5
607,14,1
607,15,0.25
607,16,0.75
607,19,0.75
607,20,1
607,21,1
550,1,0.5
550,3,0.75
550,4,0.75
550,5,0.75
550,8,0.75
550,11,0.5
550,15,0.75
550,19,0.75
550,20,0.75
227,2,1
227,3,0.75
227,7,1
227,8,0.75
227,11,0
227,12,1
227,14,0.5
227,15,0
227,20,1
227,21,1
200,2,1
200,3,0.75
200,5,1
200,7,0.25
200,8,0.5
200,10,0.5
200,11,0.75
200,12,1
200,14,0.25
200,15,0
200,16,0
200,20,1
200,21,1
44,1,1
44,2,0.75
44,3,1
44,4,0.75
44,5,0.75
44,7,0.5
44,9,1
44,12,0.75
44,20,1
427,3,0.75
427,5,0.5
427,7,0.5
427,8,0.75
427,12,0.75
427,14,0.75
427,15,0.75
427,20,0.75
427,21,1
203,5,0.75
203,7,1
203,8,1
203,15,1
203,18,1
203,19,1
203,21,0.75
322,5,0.75
322,7,0.75
322,8,0.75
322,12,1
322,15,0.5
839,1,0.75
839,3,1
839,5,0.5
839,6,0.5
839,7,0.5
839,8,1
839,11,1
839,14,1
839,16,0.5
40,1,1
40,3,0.5
40,5,1
40,7,1
40,8,0.5
40,12,1
40,14,0.75
40,15,0
40,16,0.75
40,19,0.75
40,20,1
31,3,0.5
31,5,1
31,7,1
31,8,1
31,15,1
31,21,1
912,2,1
912,3,1
912,4,0.5
912,5,1
912,6,0.75
912,7,0.75
912,8,1
912,9,0.75
912,10,0.75
912,11,1
912,12,1
912,13,1
912,14,0.75
912,15,0
912,16,0
912,17,0
912,18,0.25
912,19,0.75
912,20,0.5
912,21,0.75
269,2,0.5
269,3,1
269,4,0.75
269,5,1
269,7,1
269,10,1
269,11,1
269,13,0.5
269,15,0.75
269,16,0.75
269,17,0.5
269,20,0.75
269,21,0.75
777,1,0.75
777,2,1
777,3,1
777,4,1
777,7,1
777,8,1
777,10,0.75
777,11,0.75
777,14,0.75
777,15,0.75
777,16,0.75
777,17,0.75
777,19,1
625,1,0.75
625,2,0.75
625,5,0.5
625,7,1
625,8,0.75
625,13,0.5
625,15,0.25
625,17,0.5
371,2,1
371,5,1
371,7,0.5
371,8,1
371,10,0.75
371,13,1
371,18,1
371,20,1
371,21,1
307,1,0.75
307,2,1
307,7,0.5
307,8,0.75
307,9,1
307,11,0.5
307,12,1
307,14,0.75
307,15,0.25
307,16,0.75
307,20,1
460,1,1
460,3,1
460,5,1
460,7,1
460,8,1
460,11,0.75
460,14,0.5
460,15,0.5
460,16,0.75
460,19,0.75
460,21,0.5
922,1,1
922,3,1
922,4,0.25
922,5,1
922,6,0.75
922,8,0.75
922,11,0.75
922,16,0.5
240,1,0.75
240,2,0.75
240,3,1
240,5,1
240,8,1
240,15,1
240,16,1
323,1,0
323,3,1
323,4,0
323,5,1
323,6,0
323,7,0.75
323,8,0
323,10,0.5
323,11,0.75
323,12,0
323,13,1
323,14,1
323,15,0
323,16,1
323,17,0
323,18,0.25
323,19,0
323,20,1
323,21,1
1,1,0.75
1,2,0.75
1,3,1
1,5,1
1,7,0.5
1,11,1
1,12,0.75
1,13,1
1,15,0.75
1,16,1
1,18,1
1,19,0.75
1,20,1
1,21,1
969,1,0.5
969,2,0.75
969,3,0.25
969,4,0.5
969,5,1
969,6,0.75
969,7,0.5
969,8,0.75
969,11,0
969,14,0.75
969,16,0
969,17,0
969,20,0.25
969,21,0.5
858,1,1
858,3,1
858,4,0.75
858,5,1
858,6,1
858,8,0.75
858,15,1
858,16,1
858,18,1
858,20,1
858,21,1
291,1,0.5
291,3,0.75
291,4,0.25
291,5,0.75
291,7,1
291,8,1
291,9,0.5
291,11,0.25
291,14,0.75
291,15,1
291,17,0.5
291,18,0.75
291,20,1
291,21,0.25
210,1,0.5
210,2,0.5
210,3,0.75
210,4,0.5
210,5,1
210,7,0.75
210,8,1
210,10,1
210,11,1
210,13,1
210,14,1
210,15,1
210,16,1
210,17,1
210,18,0.75
210,19,0.75
210,20,0.5
210,21,0.75
213,1,0.5
213,2,1
213,3,1
213,4,0.25
213,5,0.75
213,6,1
213,7,1
213,8,1
213,9,1
213,10,0.75
213,11,0.5
213,12,1
213,13,0.5
213,14,1
213,15,0.5
213,16,1
213,17,1
213,19,1
213,20,1
213,21,1
308,1,0.5
308,2,0.75
308,3,1
308,4,1
308,5,0.75
308,6,0.5
308,7,0.75
308,8,0.75
308,11,0.5
308,13,0.75
308,15,0.25
308,16,0.75
308,18,0.75
308,21,1
378,5,1
378,8,0.75
378,10,1
378,11,0.75
378,14,0.75
378,15,1
378,20,0.75
378,21,0.75
427,2,1
427,3,1
427,5,0.75
427,7,0.75
427,8,0.75
427,11,0.5
427,15,0.5
833,1,0.75
833,3,0.5
833,5,1
833,6,0.75
833,7,0.75
833,8,1
833,15,0.75
833,16,0.75
833,19,1
833,20,1
147,2,1
147,5,1
147,7,0.75
147,8,1
147,9,0.75
147,10,0.75
147,11,0.75
147,12,1
147,13,0.75
147,14,1
147,15,0.75
147,16,1
147,17,0.75
147,18,0.75
147,19,0.75
147,20,1
147,21,0.75
586,1,1
586,2,1
586,3,1
586,5,1
586,7,1
586,8,1
586,11,0.5
586,12,0.75
586,15,0.5
586,17,0.75
586,19,0.5
586,20,1
175,1,0.5
175,2,1
175,3,1
175,4,0.5
175,5,0.25
175,6,0.5
175,7,1
175,8,1
175,9,1
175,11,1
175,12,0.75
175,13,0.5
